Account,trade_date,daily_volume,daily_fee,total_trades,avg_trade_size,buy_volume,sell_volume,net_flow,value,classification
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,23353.56,5.09,27,864.95,14725.56,8628,6097.56,75,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-24,17405.58,6.53,99,175.81,8591.72,8813.86,-222.14,75,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-24,80749.22,25.08,17,4749.95,40192.9,40556.32,-363.42,75,"Extreme Greed"
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-01-24,77411.98,9.75,40,1935.3,41879.62,35532.36,6347.26,75,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-25,293480.87,60.43,33,8893.36,145656.84,147824.03,-2167.19,75,"Extreme Greed"
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-01-25,24518.55,0.54,15,1634.57,22004.91,2513.64,19491.27,75,"Extreme Greed"
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-25,55742,0.25,14,3981.57,55742,0,55742,75,"Extreme Greed"
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-01-25,80577.65,28.2,2,40288.82,80577.65,0,80577.65,75,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-25,404746,101.19,7,57820.86,404746,0,404746,75,"Extreme Greed"
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-01-25,15073.09,25.93,1,15073.09,15073.09,0,15073.09,75,"Extreme Greed"
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,129509.91,24.25,10,12950.99,62644.37,66865.54,-4221.17,75,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-25,55298.69,19.2,79,699.98,23977.76,31320.93,-7343.17,75,"Extreme Greed"
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-25,130058.37,42.39,9,14450.93,127174.38,2883.99,124290.39,75,"Extreme Greed"
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,21878.85,5.4,25,875.15,12518.5,9360.35,3158.15,75,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-25,28493.72,11.04,88,323.79,15474.96,13018.76,2456.2,75,"Extreme Greed"
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-26,91959.79,8.84,54,1702.96,22602.25,69357.54,-46755.29,73,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-01-26,932136.39,326.25,3,310712.13,406631.97,525504.42,-118872.45,73,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-26,78294.77,27.4,79,991.07,32556.79,45737.98,-13181.19,73,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-26,25001.07,3.83,25,1000.04,0,25001.07,-25001.07,73,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-26,10555.17,2.92,12,879.6,2636.14,7919.03,-5282.89,73,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-26,35426.18,11.35,84,421.74,20734.11,14692.07,6042.04,73,Greed
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-01-26,27800.29,1.63,20,1390.01,13083.52,14716.77,-1633.25,73,Greed
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-01-27,55433.34,14.88,26,2132.05,0,55433.34,-55433.34,71,Greed
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-01-27,56268.58,4.14,17,3309.92,44119.75,12148.83,31970.92,71,Greed
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-01-27,53883.24,5.38,23,2342.75,53883.24,0,53883.24,71,Greed
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-27,11300,1.08,1,11300,0,11300,-11300,71,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-01-27,8887.98,0.05,2,4443.99,8887.98,0,8887.98,71,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-27,497556.79,149.26,6,82926.13,497556.79,0,497556.79,71,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-27,253685.34,37.17,99,2562.48,125550.43,128134.91,-2584.48,71,Greed
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-01-27,45035.7,45.31,3,15011.9,45035.7,0,45035.7,71,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,66856.49,1.03,6,11142.75,66856.49,0,66856.49,71,Greed
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-27,14000.05,0.23,4,3500.01,14000.05,0,14000.05,71,Greed
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-01-27,8998.42,0.89,20,449.92,8998.42,0,8998.42,71,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-27,43303.56,15.14,20,2165.18,38398.46,4905.1,33493.36,71,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-27,14999.84,1.44,22,681.81,0,14999.84,-14999.84,71,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,49840.7,12.06,53,940.39,45514.71,4325.99,41188.72,71,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-27,327978.28,118.01,172,1906.85,188189.73,139788.55,48401.18,71,Greed
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-28,113418.54,10.93,68,1667.92,45809.99,67608.55,-21798.56,72,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-28,121182.37,12.84,34,3564.19,60017.41,61164.96,-1147.55,72,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,73755.74,25.82,6,12292.62,0,73755.74,-73755.74,72,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-28,9999.78,0.96,17,588.22,0,9999.78,-9999.78,72,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,24844.39,5.92,28,887.3,6296.67,18547.72,-12251.05,72,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-28,94256.64,32.17,102,924.08,33633.25,60623.39,-26990.14,72,Greed
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-01-28,0.23,0,3,0.08,0,0.23,-0.23,72,Greed
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-01-28,141954.48,36.08,41,3462.3,41609.22,100345.26,-58736.04,72,Greed
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-01-29,73523.13,14.69,26,2827.81,32137.83,41385.3,-9247.47,72,Greed
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-01-29,1656692.32,579.85,11,150608.39,795148.55,861543.77,-66395.22,72,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-29,47911.02,7.36,14,3422.22,23932.82,23978.2,-45.38,72,Greed
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-01-29,12210.24,1.13,5,2442.05,12210.24,0,12210.24,72,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,73735.48,1.14,7,10533.64,73735.48,0,73735.48,72,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-29,5877.25,2.03,10,587.73,553.21,5324.04,-4770.83,72,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-29,6999.64,0.67,7,999.95,0,6999.64,-6999.64,72,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,6247.03,0.88,11,567.91,5747.21,499.82,5247.39,72,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-29,14317.3,4.76,30,477.24,6867.64,7449.66,-582.02,72,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-30,1596026.23,478.8,21,76001.25,435016.1,1161010.13,-725994.03,70,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-30,290703.24,37.27,106,2742.48,142827.11,147876.13,-5049.02,70,Greed
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-01-30,542520.25,189.87,20,27126.01,0,542520.25,-542520.25,70,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,81107.93,28.39,11,7373.45,0,81107.93,-81107.93,70,Greed
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-30,9941.4,3.34,3,3313.8,0,9941.4,-9941.4,70,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-30,2771.67,0.97,8,346.46,0,2771.67,-2771.67,70,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-30,17999.63,1.7,37,486.48,0,17999.63,-17999.63,70,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,27933.38,5.67,29,963.22,3194.98,24738.4,-21543.42,70,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-30,33889.56,12.04,63,537.93,7673.99,26215.57,-18541.58,70,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-30,68836.72,21.18,5,13767.34,34338.77,34497.95,-159.18,70,Greed
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-01-30,342667.16,95.25,57,6011.7,158036.12,184631.04,-26594.92,70,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-31,693980.83,210.6,56,12392.51,339781.67,354199.16,-14417.49,76,"Extreme Greed"
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-01-31,387449.04,85.31,64,6053.89,191709.1,195739.94,-4030.84,76,"Extreme Greed"
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-01-31,96930.53,9.71,55,1762.37,0,96930.53,-96930.53,76,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-31,810395.77,243.12,19,42652.41,359717.15,450678.62,-90961.47,76,"Extreme Greed"
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-31,394910.55,46,140,2820.79,194347.2,200563.35,-6216.15,76,"Extreme Greed"
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-01-31,99951.94,28.74,4,24987.98,0,99951.94,-99951.94,76,"Extreme Greed"
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-01-31,192340.11,19.21,64,3005.31,0,192340.11,-192340.11,76,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-31,34792.22,12.1,51,682.2,7673.13,27119.09,-19445.96,76,"Extreme Greed"
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-31,30032.41,2.87,48,625.68,0,30032.41,-30032.41,76,"Extreme Greed"
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,24289.19,6.76,40,607.23,4459.46,19829.73,-15370.27,76,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-31,18338.89,6.39,39,470.23,2672.53,15666.36,-12993.83,76,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-01,90002.76,27,3,30000.92,90002.76,0,90002.76,68,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-01,595897.22,97.66,107,5569.13,287933.89,307963.33,-20029.44,68,Greed
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-01,15404.29,13.49,2,7702.14,15404.29,0,15404.29,68,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,163388.11,29.87,13,12568.32,81112.99,82275.12,-1162.13,68,Greed
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-01,9938.12,0.12,4,2484.53,9938.12,0,9938.12,68,Greed
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-01,25021.87,2.63,12,2085.16,0,25021.87,-25021.87,68,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-01,36909.24,12.91,38,971.3,26698.58,10210.66,16487.92,68,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-01,13921.36,1.33,18,773.41,0,13921.36,-13921.36,68,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,16189.18,4.47,28,578.18,11373.65,4815.53,6558.12,68,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-01,53933.29,18.85,40,1348.33,34308.72,19624.57,14684.15,68,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-01,117810.02,36.53,8,14726.25,58860.76,58949.26,-88.5,68,Greed
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-01,225330.98,40.49,46,4898.5,130678.82,94652.16,36026.66,68,Greed
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-02,240984.89,46.26,37,6513.11,150124.6,90860.29,59264.31,60,Greed
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-02-02,400643.99,140.23,4,100161,194199.11,206444.88,-12245.77,60,Greed
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-02,30974.56,2.95,37,837.15,0,30974.56,-30974.56,60,Greed
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-02,1858470,92.91,10,185847,927180,931290,-4110,60,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-02,36931.96,0.53,1,36931.96,36931.96,0,36931.96,60,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-02,762553.84,228.77,8,95319.23,762553.84,0,762553.84,60,Greed
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-02,575314.52,107.45,56,10273.47,575314.52,0,575314.52,60,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,1443682,487.06,123,11737.25,762789.32,680892.68,81896.64,60,Greed
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-02,35103.48,5.08,22,1595.61,35103.48,0,35103.48,60,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-02,64164.55,22.45,42,1527.73,61943.2,2221.35,59721.85,60,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-02,40000.12,5.06,27,1481.49,0,40000.12,-40000.12,60,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,51360.13,9.78,88,583.64,40629.83,10730.3,29899.53,60,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-02,120908.25,35.25,65,1860.13,108638.24,12270.01,96368.23,60,Greed
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-03,19794543.66,2355.34,667,29676.98,9394216.19,10400327.47,-1006111.28,44,Fear
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-03,18810.28,0.31,1,18810.28,18810.28,0,18810.28,44,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-03,1032269.1,164.37,243,4248.02,508643.17,523625.93,-14982.76,44,Fear
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-03,343928.37,152.99,13,26456.03,169133.41,174794.96,-5661.55,44,Fear
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-03,128667.93,26.37,13,9897.53,57297,71370.93,-14073.93,44,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-03,227057.59,79.41,80,2838.22,86803.08,140254.51,-53451.43,44,Fear
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-03,42245.02,4.03,119,355,24245.64,17999.38,6246.26,44,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,115299.86,31.09,145,795.17,49105.62,66194.24,-17088.62,44,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-03,93869.36,19.66,67,1401.04,20522.14,73347.22,-52825.08,44,Fear
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-02-03,999.91,0.35,1,999.91,0,999.91,-999.91,44,Fear
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-03,571375.07,119.79,78,7325.32,233241.79,338133.28,-104891.49,44,Fear
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-03,223835.22,37.91,49,4568.07,223835.22,0,223835.22,44,Fear
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-04,335267.63,92.6,46,7288.43,166112.18,169155.45,-3043.27,72,Greed
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-04,68000,6.79,18,3777.78,0,68000,-68000,72,Greed
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-04,15000,1.44,1,15000,0,15000,-15000,72,Greed
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-04,5616220.88,704.59,469,11974.88,2385099.87,3231121.01,-846021.14,72,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-04,6044911.98,2115.72,4,1511228,2990001.66,3054910.32,-64908.66,72,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-04,858959.52,257.69,1,858959.52,0,858959.52,-858959.52,72,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-04,121983.85,16,59,2067.52,59999.04,61984.81,-1985.77,72,Greed
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-04,1623702.15,482.83,52,31225.04,633078.63,990623.52,-357544.89,72,Greed
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-04,893174.02,157.07,665,1343.12,535352.55,357821.47,177531.08,72,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-04,2775.03,0.95,5,555.01,0,2775.03,-2775.03,72,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-04,30451.71,2.95,44,692.08,0,30451.71,-30451.71,72,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,13258.83,3.58,24,552.45,4241.01,9017.82,-4776.81,72,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-04,54703.67,11.67,37,1478.48,18603.31,36100.36,-17497.05,72,Greed
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-05,5582863.31,700.14,150,37219.09,1952084.69,3630778.62,-1678693.93,54,Neutral
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-05,767744.96,119.88,12,63978.75,382950.83,384794.13,-1843.3,54,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-05,149967.24,44.99,3,49989.08,149967.24,0,149967.24,54,Neutral
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-05,42145.06,4.42,19,2218.16,21065.23,21079.83,-14.6,54,Neutral
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-05,514427.44,121.71,65,7914.27,181186.17,333241.27,-152055.1,54,Neutral
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-05,1531595.63,304.27,329,4655.31,738290.58,793305.05,-55014.47,54,Neutral
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-05,11099.21,3.85,12,924.93,6659.85,4439.36,2220.49,54,Neutral
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-05,14999.82,1.44,25,599.99,0,14999.82,-14999.82,54,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,1295.7,0.43,3,431.9,1049.93,245.77,804.16,54,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-05,75729.73,22.62,59,1283.55,42572.32,33157.41,9414.91,54,Neutral
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-05,51363.41,12.01,4,12840.85,27513.48,23849.93,3663.55,54,Neutral
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-06,228757.24,65.05,31,7379.27,114698.3,114058.94,639.36,49,Neutral
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-06,39537.66,9.39,5,7907.53,35710.83,3826.83,31884,49,Neutral
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-06,239500,39.62,10,23950,132000,107500,24500,49,Neutral
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-06,314161.67,39.75,5,62832.33,189337.22,124824.45,64512.77,49,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-06,300413.94,90.12,3,100137.98,150005.97,150407.97,-402,49,Neutral
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-06,341318.58,104.1,20,17065.93,169631.5,171687.08,-2055.58,49,Neutral
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-06,677553.7,228.8,26,26059.76,577626.14,99927.56,477698.58,49,Neutral
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-06,577728.76,111.87,640,902.7,312439.4,265289.36,47150.04,49,Neutral
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-06,7999.76,0.78,17,470.57,0,7999.76,-7999.76,49,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,26120.86,6.64,48,544.18,16006.26,10114.6,5891.66,49,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-06,65416.7,12.85,41,1595.53,31598.42,33818.28,-2219.86,49,Neutral
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-07,41737.45,4.04,54,772.92,10620,31117.45,-20497.45,44,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,417119.94,47.84,83,5025.54,356011.33,61108.61,294902.72,44,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-07,526723.87,158.02,6,87787.31,209025.61,317698.26,-108672.65,44,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-07,231829.37,25.81,40,5795.73,114591.57,117237.8,-2646.23,44,Fear
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-07,153505.59,82.66,8,19188.2,86904.43,66601.16,20303.27,44,Fear
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-07,1376937.75,302.74,712,1933.9,605154.37,771783.38,-166629.01,44,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-07,1662.92,0.59,6,277.15,0,1662.92,-1662.92,44,Fear
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-07,5999.86,0.57,9,666.65,0,5999.86,-5999.86,44,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,4899.89,1.31,12,408.32,3499.99,1399.9,2100.09,44,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-07,32228.93,8.94,45,716.2,6538.01,25690.92,-19152.91,44,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-07,318137.39,85.67,91,3496.02,159645.47,158491.92,1153.55,44,Fear
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-07,257480.58,19.61,44,5851.83,168163.95,89316.63,78847.32,44,Fear
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-02-07,92000,0.4,2,46000,92000,0,92000,44,Fear
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-08,34732.86,10.48,5,6946.57,0,34732.86,-34732.86,44,Fear
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-02-08,269331.82,1.06,141,1910.15,269331.82,0,269331.82,44,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-08,179986.01,54,3,59995.34,179986.01,0,179986.01,44,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-08,13764.55,1.32,2,6882.28,6764.54,7000.01,-235.47,44,Fear
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-08,51613.57,4.96,5,10322.71,0,51613.57,-51613.57,44,Fear
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-08,250781.18,27.39,312,803.79,212525.04,38256.14,174268.9,44,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-08,2639.67,0.91,8,329.96,2085.42,554.25,1531.17,44,Fear
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-08,4999.92,0.48,5,999.98,0,4999.92,-4999.92,44,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-08,11717.3,2.55,15,781.15,10449.52,1267.78,9181.74,44,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-08,20168.09,6.51,25,806.72,20168.09,0,20168.09,44,Fear
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-09,1432708.93,0,141,10161.06,1118022.7,314686.23,803336.47,46,Neutral
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-09,708608.03,212.58,4,177152.01,353674.17,354933.86,-1259.69,46,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-09,270878.47,81.26,3,90292.82,0,270878.47,-270878.47,46,Neutral
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-09,108650.82,11.95,59,1841.54,54011.63,54639.19,-627.56,46,Neutral
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-09,177368.06,85.58,4,44342.02,145883.7,31484.36,114399.34,46,Neutral
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-09,91236.04,9.83,101,903.33,35175.23,56060.81,-20885.58,46,Neutral
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-09,20960.65,7.29,41,511.24,10325.6,10635.05,-309.45,46,Neutral
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-09,12000.32,1.16,87,137.93,0,12000.32,-12000.32,46,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,10230.31,2.63,19,538.44,1543.83,8686.48,-7142.65,46,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-09,11645.55,4.08,17,685.03,8315.57,3329.98,4985.59,46,Neutral
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-09,74755.08,10.43,9,8306.12,46877.28,27877.8,18999.48,46,Neutral
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-09,1877.44,0.19,3,625.81,0,1877.44,-1877.44,46,Neutral
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-02-10,499.64,0.17,1,499.64,0,499.64,-499.64,43,Fear
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-10,207823.25,39.69,34,6112.45,69407.17,138416.08,-69008.91,43,Fear
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-10,13009.77,2.25,18,722.77,0,13009.77,-13009.77,43,Fear
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-10,52946.94,5.07,24,2206.12,0,52946.94,-52946.94,43,Fear
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-10,1537560,0,48,32032.5,768299.99,769260.01,-960.02,43,Fear
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-10,10894.35,3.27,1,10894.35,10894.35,0,10894.35,43,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-10,1215549.97,364.67,26,46751.92,704249.62,511300.35,192949.27,43,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-10,153563.73,21.16,43,3571.25,76286.53,77277.2,-990.67,43,Fear
